Year,Playlist,Song,Artist,Popularity,Explicit,Duration (ms),Album,Release Date,Artist Popularity,Artist Followers,Genres
2024,2024,Too Sweet,Hozier,80,False,251424,Unheard,2024-03-22,86,8755857,unknown
2024,2024,MILLION DOLLAR BABY,Tommy Richman,19,False,155151,MILLION DOLLAR BABY,2024-04-26,75,889314,unknown
2024,2024,LUNCH,Billie Eilish,87,False,179586,HIT ME HARD AND SOFT,2024-05-17,95,111496286,unknown
2024,2024,Gata Only,FloyyMenor,90,True,222000,Gata Only,2024-02-02,82,1768217,reggaeton chileno
2024,2024,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,94,False,244684,The Idol Episode 4 (Music from the HBO Original Series),2023-06-23,97,104637000,unknown
2024,2024,Guess featuring billie eilish,Charli xcx,82,False,143330,Guess featuring billie eilish,2024-08-01,87,5478148,"hyperpop, art pop"
2024,2024,HOT TO GO!,Chappell Roan,83,False,184841,The Rise and Fall of a Midwest Princess,2023-09-22,87,6129268,unknown
2024,2024,That’s So True,Gracie Abrams,97,True,166300,The Secret of Us (Deluxe),2024-10-18,89,5627524,unknown
2024,2024,I Can Do It With a Broken Heart,Taylor Swift,83,True,218004,THE TORTURED POETS DEPARTMENT,2024-04-18,98,137087401,unknown
2024,2024,luther (with sza),Kendrick Lamar,93,False,177598,GNX,2024-11-21,96,41034241,"hip hop, west coast hip hop"
2024,2024,Timeless (feat. Playboi Carti),The Weeknd,72,True,256000,Timeless,2024-09-27,97,104637000,unknown
2024,2024,St. Chroma (feat. Daniel Caesar),"Tyler, The Creator",83,True,197019,CHROMAKOPIA,2024-10-28,90,21859138,unknown
2024,2024,Standing Next to You,Jung Kook,85,False,206019,GOLDEN,2023-11-03,83,17567458,k-pop
2024,2024,Who,Jimin,90,False,170887,MUSE,2024-07-19,83,10155871,k-pop
2024,2024,Saturn,SZA,83,False,186191,Saturn,2024-02-22,93,29649902,r&b
2024,2024,WILDFLOWER,Billie Eilish,96,False,261466,HIT ME HARD AND SOFT,2024-05-17,95,111496286,unknown
2024,2024,A Bar Song (Tipsy),Shaboozey,88,True,171291,A Bar Song (Tipsy),2024-04-12,81,1161555,unknown
2024,2024,Praise Jah In The Moonlight,YG Marley,78,False,263040,Praise Jah In The Moonlight,2023-12-27,65,671923,unknown
2024,2024,La Diabla,Xavi,78,False,172264,La Diabla,2023-11-30,79,7804795,"corridos tumbados, corrido, corridos bélicos, sad sierreño, música mexicana, banda"
2024,2024,BELLAKEO,Peso Pluma,77,True,197333,BELLAKEO,2023-12-07,92,21346573,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos"
2024,2024,360,Charli xcx,83,True,133805,BRAT,2024-06-07,87,5478148,"hyperpop, art pop"
2024,2024,CARNIVAL,¥$,23,True,264324,VULTURES 1,2024-02-09,75,988552,unknown
2024,2024,Like That,Future,87,True,267706,WE DON'T TRUST YOU,2024-03-22,93,21357710,rap
2024,2024,redrum,21 Savage,84,True,270697,american dream,2024-01-12,88,22537274,unknown
2024,2024,São Paulo (feat. Anitta),The Weeknd,65,True,301623,São Paulo,2024-10-31,97,104637000,unknown
2024,2024,obsessed,Olivia Rodrigo,79,True,170541,GUTS (spilled),2024-03-22,88,45636386,unknown
2024,2024,the boy is mine,Ariana Grande,84,True,173639,eternal sunshine,2024-03-08,94,105205627,pop
2024,2024,Bed Chem,Sabrina Carpenter,89,False,171869,Short n' Sweet,2024-08-23,92,22222141,unknown
2024,2024,The Emptiness Machine,Linkin Park,83,True,190427,The Emptiness Machine,2024-09-05,91,29905210,"nu metal, rap metal, rock, alternative metal"
2024,2024,Houdini,Eminem,81,True,227239,Houdini,2024-05-31,92,100455691,"rap, hip hop"
2024,2024,Water,Tyla,87,False,200255,Water,2023-07-28,80,2926225,afrobeats
2024,2024,Evergreen,Richy Mitch & The Coal Miners,85,False,87000,RMCM,2017-05-17,71,284894,unknown
2024,2024,CHIHIRO,Billie Eilish,91,False,303440,HIT ME HARD AND SOFT,2024-05-17,95,111496286,unknown
2024,2024,intro (end of the world),Ariana Grande,82,True,92400,eternal sunshine,2024-03-08,94,105205627,pop
2024,2024,"I Love You, I'm Sorry",Gracie Abrams,91,True,157146,The Secret of Us,2024-06-21,89,5627524,unknown
2024,2024,Slow It Down,Benson Boone,73,False,161831,Slow It Down,2024-03-21,88,5604168,unknown
2024,2024,Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,81,True,319191,For All The Dogs,2023-10-06,98,98426468,rap
2024,2024,Diet Pepsi,Addison Rae,87,False,169697,Diet Pepsi,2024-08-09,75,874160,unknown
2024,2024,You’re Losing Me (From The Vault),Taylor Swift,78,False,277831,You're Losing Me (From The Vault),2023-11-29,98,137087401,unknown
2024,2024,From The Start,Laufey,84,False,169573,Bewitched,2023-09-08,82,7148827,unknown
2024,2024,Igual Que Un Ángel (with Peso Pluma),Kali Uchis,80,False,260370,ORQUÍDEAS,2024-01-12,87,8809239,unknown
2024,2024,LUNA,Feid,90,False,196800,FERXXOCALIPSIS,2023-12-01,90,17273490,"reggaeton, urbano latino"
2024,2024,Si Antes Te Hubiera Conocido,KAROL G,94,False,195824,Si Antes Te Hubiera Conocido,2024-06-21,89,56611098,"reggaeton, latin, urbano latino"
2024,2024,PERRO NEGRO,Bad Bunny,85,True,162767,nadie sabe lo que va a pasar mañana,2023-10-13,100,95183342,"reggaeton, trap latino, urbano latino, latin"
2024,2024,Alibi (with Pabllo Vittar & Yseult),Sevdaliza,84,False,161655,Alibi (with Pabllo Vittar & Yseult),2024-06-28,74,842901,unknown
2024,2024,Training Season,Dua Lipa,78,False,209487,Training Season,2024-02-15,89,45999715,pop
2024,2024,Disease,Lady Gaga,79,False,229997,Disease,2024-10-25,95,37700452,"art pop, pop"
2024,2024,Sympathy is a knife featuring ariana grande,Charli xcx,73,True,154126,Brat and it’s completely different but also still brat,2024-10-11,87,5478148,"hyperpop, art pop"
2024,2024,greedy,Tate McRae,90,True,131872,greedy,2023-09-15,90,7658309,unknown
2024,2024,FTCU,Nicki Minaj,73,True,172137,Pink Friday 2,2023-12-08,87,33861595,unknown
2024,2024,Whatever She Wants,Bryson Tiller,81,True,161342,Whatever She Wants,2024-02-13,82,9988610,r&b
2024,2024,HISS,Megan Thee Stallion,66,True,192818,HISS,2024-01-26,81,10402966,unknown
2024,2024,Seven (feat. Latto) (Explicit Ver.),Jung Kook,85,True,183550,GOLDEN,2023-11-03,83,17567458,k-pop
2024,2024,I Don't Wanna Wait,David Guetta,87,False,149667,I Don't Wanna Wait,2024-04-05,90,27092273,"edm, dance"
2024,2024,Defying Gravity,Cynthia Erivo,79,False,459766,Wicked: The Soundtrack,2024-11-22,72,475084,musicals
2024,2024,Tough,Quavo,77,False,188828,Tough,2024-07-03,80,7774166,unknown
2024,2024,squabble up,Kendrick Lamar,89,True,157992,GNX,2024-11-22,96,41034241,"hip hop, west coast hip hop"
2024,2024,BAND4BAND (feat. Lil Baby),Central Cee,79,True,140733,BAND4BAND (feat. Lil Baby),2024-05-23,83,8367119,"uk drill, drill, grime"
2024,2024,Push Ups,Drake,75,True,232774,Push Ups,2024-04-19,98,98426468,rap
2024,2024,Never Lose Me,Flo Milli,76,True,125901,Never Lose Me,2023-11-30,73,1461247,unknown
2024,2024,Apple,Charli xcx,84,False,151739,BRAT,2024-06-07,87,5478148,"hyperpop, art pop"
2024,2024,It's ok I'm ok,Tate McRae,79,True,156521,It's ok I'm ok,2024-09-12,90,7658309,unknown
2024,2024,Down Bad,Taylor Swift,76,True,261228,THE TORTURED POETS DEPARTMENT,2024-04-18,98,137087401,unknown
2024,2024,NIGHTS LIKE THIS,The Kid LAROI,89,False,86983,THE FIRST TIME,2023-11-10,82,6261444,unknown
2024,2024,act ii: date @ 8 (feat. Drake) - remix,4batz,74,True,231338,act ii: date @ 8 (feat. Drake) [remix],2024-03-08,65,645417,unknown
2024,2024,Santa,Rvssian,79,False,193038,Santa,2024-04-04,74,2609704,trap latino
2024,2024,Tu Boda,Oscar Maydon,89,True,225880,Tu Boda,2024-09-26,85,5351424,"corridos tumbados, corrido, corridos bélicos, electro corridos, sad sierreño, banda"
2024,2024,Snooze,SZA,90,True,201800,SOS,2022-12-09,93,29649902,r&b
2024,2024,Stargazing,Myles Smith,90,False,172533,Stargazing,2024-05-10,80,1057832,unknown
2024,2024,Moonlit Floor (Kiss Me),LISA,78,False,155757,Moonlit Floor (Kiss Me),2024-10-03,82,11691381,k-pop
2024,2024,Overcompensate (edit),Twenty One Pilots,53,False,190733,Overcompensate,2024-02-29,85,25359680,unknown
2024,2024,Austin (Boots Stop Workin'),Dasha,88,True,171782,What Happens Now?,2024-02-16,72,342338,unknown
2024,2024,Sailor Song,Gigi Perez,95,False,211978,Sailor Song,2024-07-26,81,1173265,unknown
2024,2024,Belong Together,Mark Ambor,82,False,148317,Belong Together,2024-02-16,73,626628,unknown
2024,2024,Magnetic,ILLIT,84,False,160688,SUPER REAL ME,2024-03-25,74,2696741,k-pop
2024,2024,Rockstar,LISA,78,True,138213,Rockstar,2024-06-27,82,11691381,k-pop
2024,2024,Did It First (with Central Cee),Ice Spice,72,True,118002,Did It First (with Central Cee),2024-07-11,73,4574120,unknown
2024,2024,DEVIL IS A LIE,Tommy Richman,79,True,130944,DEVIL IS A LIE,2024-06-14,75,889314,unknown
2024,2024,La Víctima,Xavi,75,True,156345,La Víctima,2023-08-17,79,7804795,"corridos tumbados, corrido, corridos bélicos, sad sierreño, música mexicana, banda"
2024,2024,II MOST WANTED,Beyoncé,71,False,208521,COWBOY CARTER,2024-03-29,88,40272703,unknown
2024,2024,Dancing In The Flames,The Weeknd,80,False,220036,Dancing In The Flames,2024-09-13,97,104637000,unknown
