Playlist,Song,Artist,Popularity,Explicit,Duration (ms),Album,Release Date,Artist Popularity,Artist Followers,Genres
2024,Diet Pepsi,Addison Rae,87,False,169697,Diet Pepsi,2024-08-09,75,864344,unknown
2024,You’re Losing Me (From The Vault),Taylor Swift,78,False,277831,You're Losing Me (From The Vault),2023-11-29,98,136900392,unknown
2024,From The Start,Laufey,84,False,169573,Bewitched,2023-09-08,82,7130505,unknown
2024,Igual Que Un Ángel (with Peso Pluma),Kali Uchis,80,False,260370,ORQUÍDEAS,2024-01-12,87,8785531,unknown
2024,LUNA,Feid,90,False,196800,FERXXOCALIPSIS,2023-12-01,90,17220155,"reggaeton, urbano latino"
2024,Si Antes Te Hubiera Conocido,KAROL G,94,False,195824,Si Antes Te Hubiera Conocido,2024-06-21,89,56520178,"reggaeton, latin, urbano latino"
2024,PERRO NEGRO,Bad Bunny,85,True,162767,nadie sabe lo que va a pasar mañana,2023-10-13,100,94978302,"reggaeton, trap latino, urbano latino, latin"
2024,Alibi (with Pabllo Vittar & Yseult),Sevdaliza,84,False,161655,Alibi (with Pabllo Vittar & Yseult),2024-06-28,74,840943,unknown
2024,Training Season,Dua Lipa,78,False,209487,Training Season,2024-02-15,89,45973502,pop
2024,Disease,Lady Gaga,79,False,229997,Disease,2024-10-25,94,37545267,"art pop, pop"
2024,Sympathy is a knife featuring ariana grande,Charli xcx,73,True,154126,Brat and it’s completely different but also still brat,2024-10-11,87,5453140,"hyperpop, art pop"
2024,greedy,Tate McRae,90,True,131872,greedy,2023-09-15,90,7628502,unknown
2024,FTCU,Nicki Minaj,73,True,172137,Pink Friday 2,2023-12-08,88,33848072,unknown
2024,Whatever She Wants,Bryson Tiller,81,True,161342,Whatever She Wants,2024-02-13,82,9973407,r&b
2024,HISS,Megan Thee Stallion,66,True,192818,HISS,2024-01-26,81,10391895,unknown
2024,Seven (feat. Latto) (Explicit Ver.),Jung Kook,85,True,183550,GOLDEN,2023-11-03,83,17551010,k-pop
2024,I Don't Wanna Wait,David Guetta,86,False,149667,I Don't Wanna Wait,2024-04-05,90,27093791,"edm, dance"
2024,Defying Gravity,Cynthia Erivo,80,False,459766,Wicked: The Soundtrack,2024-11-22,72,473986,musicals
2024,Tough,Quavo,77,False,188828,Tough,2024-07-03,80,7767550,unknown
2024,squabble up,Kendrick Lamar,89,True,157992,GNX,2024-11-22,96,40927606,"hip hop, west coast hip hop"
2024,BAND4BAND (feat. Lil Baby),Central Cee,79,True,140733,BAND4BAND (feat. Lil Baby),2024-05-23,84,8325445,"uk drill, drill, grime"
2024,Push Ups,Drake,75,True,232774,Push Ups,2024-04-19,98,98332869,"rap, hip hop"
2024,Never Lose Me,Flo Milli,76,True,125901,Never Lose Me,2023-11-30,74,1458014,unknown
2024,Apple,Charli xcx,84,False,151739,BRAT,2024-06-07,87,5453140,"hyperpop, art pop"
2024,It's ok I'm ok,Tate McRae,79,True,156521,It's ok I'm ok,2024-09-12,90,7628502,unknown
2024,Down Bad,Taylor Swift,76,True,261228,THE TORTURED POETS DEPARTMENT,2024-04-18,98,136900392,unknown
2024,NIGHTS LIKE THIS,The Kid LAROI,89,False,86983,THE FIRST TIME,2023-11-10,82,6256448,unknown
2024,act ii: date @ 8 (feat. Drake) - remix,4batz,73,True,231338,act ii: date @ 8 (feat. Drake) [remix],2024-03-08,65,644669,unknown
2024,Santa,Rvssian,79,False,193038,Santa,2024-04-04,74,2599552,trap latino
2024,Tu Boda,Oscar Maydon,89,True,225880,Tu Boda,2024-09-26,85,5308524,"corridos tumbados, corrido, corridos bélicos, electro corridos, sad sierreño, banda"
2024,Snooze,SZA,90,True,201800,SOS,2022-12-09,94,29552311,r&b
2024,Stargazing,Myles Smith,90,False,172533,Stargazing,2024-05-10,80,1052454,unknown
2024,Moonlit Floor (Kiss Me),LISA,78,False,155757,Moonlit Floor (Kiss Me),2024-10-03,82,11652148,k-pop
2024,Overcompensate (edit),Twenty One Pilots,53,False,190733,Overcompensate,2024-02-29,85,25347178,unknown
2024,Austin (Boots Stop Workin'),Dasha,88,True,171782,What Happens Now?,2024-02-16,73,340548,unknown
2024,Sailor Song,Gigi Perez,96,False,211978,Sailor Song,2024-07-26,81,1161584,unknown
2024,Belong Together,Mark Ambor,82,False,148317,Belong Together,2024-02-16,73,624383,unknown
2024,Magnetic,ILLIT,84,False,160688,SUPER REAL ME,2024-03-25,75,2680724,k-pop
2024,Rockstar,LISA,78,True,138213,Rockstar,2024-06-27,82,11652148,k-pop
2024,Did It First (with Central Cee),Ice Spice,72,True,118002,Did It First (with Central Cee),2024-07-11,73,4569433,unknown
2024,DEVIL IS A LIE,Tommy Richman,79,True,130944,DEVIL IS A LIE,2024-06-14,76,887492,unknown
2024,La Víctima,Xavi,75,True,156345,La Víctima,2023-08-17,79,7789307,"corridos tumbados, corrido, corridos bélicos, sad sierreño, música mexicana, banda"
2024,II MOST WANTED,Beyoncé,70,False,208521,COWBOY CARTER,2024-03-29,88,40251700,unknown
2024,Dancing In The Flames,The Weeknd,81,False,220036,Dancing In The Flames,2024-09-13,97,104433864,unknown
